nama_variabel,nama_tahun,nama_wilayah,data_content
Index Kedalaman Kemiskinan,2019,Kota Cilegon,0.34
Index Kedalaman Kemiskinan,2019,Kota Serang,0.51
Index Kedalaman Kemiskinan,2019,Kota Tangerang Selatan,0.27
Index Kedalaman Kemiskinan,2019,BALI,0.53
Index Kedalaman Kemiskinan,2019,Jembrana,0.59
Index Kedalaman Kemiskinan,2019,Tabanan,0.26
Index Kedalaman Kemiskinan,2019,Badung,0.16
Index Kedalaman Kemiskinan,2019,Gianyar,0.27
Index Kedalaman Kemiskinan,2019,Klungkung,0.62
Index Kedalaman Kemiskinan,2019,Bangli,0.24
Index Kedalaman Kemiskinan,2019,Karang Asem,0.75
Index Kedalaman Kemiskinan,2019,Buleleng,0.72
Index Kedalaman Kemiskinan,2019,Kota Denpasar,0.29
Index Kedalaman Kemiskinan,2019,NUSA TENGGARA BARAT,2.33
Index Kedalaman Kemiskinan,2019,Lombok Barat,3.42
Index Kedalaman Kemiskinan,2019,Lombok Tengah,1.56
Index Kedalaman Kemiskinan,2019,Lombok Timur,1.48
Index Kedalaman Kemiskinan,2019,Sumbawa,2.56
Index Kedalaman Kemiskinan,2019,Dompu,1.62
Index Kedalaman Kemiskinan,2019,Bima,2.18
Index Kedalaman Kemiskinan,2019,Sumbawa Barat,2.83
Index Kedalaman Kemiskinan,2019,Lombok Utara,7.39
Index Kedalaman Kemiskinan,2019,Kota Mataram,1.55
Index Kedalaman Kemiskinan,2019,Kota Bima,1.58
Index Kedalaman Kemiskinan,2019,NUSA TENGGARA TIMUR,4.15
Index Kedalaman Kemiskinan,2019,Sumba Barat,5.11
Index Kedalaman Kemiskinan,2019,Sumba Timur,8.57
Index Kedalaman Kemiskinan,2019,Kupang,4.48
Index Kedalaman Kemiskinan,2019,Timor Tengah Selatan,6.68
Index Kedalaman Kemiskinan,2019,Timor Tengah Utara,4.05
Index Kedalaman Kemiskinan,2019,Belu,2.66
Index Kedalaman Kemiskinan,2019,Alor,4.13
Index Kedalaman Kemiskinan,2019,Lembata,5.03
Index Kedalaman Kemiskinan,2019,Flores Timur,1.16
Index Kedalaman Kemiskinan,2019,Sikka,2.11
Index Kedalaman Kemiskinan,2019,Ende,4.22
Index Kedalaman Kemiskinan,2019,Ngada,2.37
Index Kedalaman Kemiskinan,2019,Manggarai,3.48
Index Kedalaman Kemiskinan,2019,Rote Ndao,5.08
Index Kedalaman Kemiskinan,2019,Manggarai Barat,3.39
Index Kedalaman Kemiskinan,2019,Sumba Tengah,7.57
Index Kedalaman Kemiskinan,2019,Sumba Barat Daya,4.35
Index Kedalaman Kemiskinan,2019,Nagekeo,1.93
Index Kedalaman Kemiskinan,2019,Manggarai Timur,4.74
Index Kedalaman Kemiskinan,2019,Sabu Raijua,6.2
Index Kedalaman Kemiskinan,2019,Malaka,2.81
Index Kedalaman Kemiskinan,2019,Kota Kupang,1.6
Index Kedalaman Kemiskinan,2019,KALIMANTAN BARAT,1.14
Index Kedalaman Kemiskinan,2019,Sambas,1.28
Index Kedalaman Kemiskinan,2019,Bengkayang,1.22
Index Kedalaman Kemiskinan,2019,Landak,1.71
Index Kedalaman Kemiskinan,2019,Pontianak,0.8
Index Kedalaman Kemiskinan,2019,Sanggau,0.48
Index Kedalaman Kemiskinan,2019,Ketapang,1.51
Index Kedalaman Kemiskinan,2019,Sintang,1.32
Index Kedalaman Kemiskinan,2019,Kapuas Hulu,0.94
Index Kedalaman Kemiskinan,2019,Sekadau,0.5
Index Kedalaman Kemiskinan,2019,Melawi,2.24
Index Kedalaman Kemiskinan,2019,Kayong Utara,1.69
Index Kedalaman Kemiskinan,2019,Kubu Raya,0.75
Index Kedalaman Kemiskinan,2019,Kota Pontianak,0.7
Index Kedalaman Kemiskinan,2019,Kota Singkawang,0.53
Index Kedalaman Kemiskinan,2019,KALIMANTAN TENGAH,0.7
Index Kedalaman Kemiskinan,2019,Kotawaringin Barat,0.55
Index Kedalaman Kemiskinan,2019,Kotawaringin Timur,0.92
Index Kedalaman Kemiskinan,2019,Kapuas,0.56
Index Kedalaman Kemiskinan,2019,Barito Selatan,0.39
Index Kedalaman Kemiskinan,2019,Barito Utara,0.76
Index Kedalaman Kemiskinan,2019,Sukamara,0.51
Index Kedalaman Kemiskinan,2019,Lamandau,0.22
Index Kedalaman Kemiskinan,2019,Seruyan,1.26
Index Kedalaman Kemiskinan,2019,Katingan,0.94
Index Kedalaman Kemiskinan,2019,Pulang Pisau,0.54
Index Kedalaman Kemiskinan,2019,Gunung Mas,0.99
Index Kedalaman Kemiskinan,2019,Barito Timur,0.72
Index Kedalaman Kemiskinan,2019,Murung Raya,0.69
Index Kedalaman Kemiskinan,2019,Kota Palangka Raya,0.43
Index Kedalaman Kemiskinan,2019,KALIMANTAN SELATAN,0.7
Index Kedalaman Kemiskinan,2019,Tanah Laut,0.58
Index Kedalaman Kemiskinan,2019,Kota Baru,0.72
Index Kedalaman Kemiskinan,2019,Banjar,0.26
Index Kedalaman Kemiskinan,2019,Barito Kuala,0.44
Index Kedalaman Kemiskinan,2019,Tapin,0.46
Index Kedalaman Kemiskinan,2019,Hulu Sungai Selatan,0.72
Index Kedalaman Kemiskinan,2019,Hulu Sungai Tengah,0.85
Index Kedalaman Kemiskinan,2019,Hulu Sungai Utara,0.66
Index Kedalaman Kemiskinan,2019,Tabalong,1.04
Index Kedalaman Kemiskinan,2019,Tanah Bumbu,0.79
Index Kedalaman Kemiskinan,2019,Balangan,0.87
Index Kedalaman Kemiskinan,2019,Kota Banjarmasin,0.81
Index Kedalaman Kemiskinan,2019,Kota Banjar Baru,0.86
Index Kedalaman Kemiskinan,2019,KALIMANTAN TIMUR,0.91
Index Kedalaman Kemiskinan,2019,Paser,1.57
Index Kedalaman Kemiskinan,2019,Kutai Barat,1.48
Index Kedalaman Kemiskinan,2019,Kutai Kartanegara,0.95
Index Kedalaman Kemiskinan,2019,Kutai Timur,1.9
Index Kedalaman Kemiskinan,2019,Berau,0.66
Index Kedalaman Kemiskinan,2019,Penajam Paser Utara,1
Index Kedalaman Kemiskinan,2019,Mahakam Hulu,1.94
Index Kedalaman Kemiskinan,2019,Kota Balikpapan,0.26
Index Kedalaman Kemiskinan,2019,Kota Samarinda,0.57
Index Kedalaman Kemiskinan,2019,Kota Bontang,0.42
Index Kedalaman Kemiskinan,2019,KALIMANTAN UTARA,1.16
Index Kedalaman Kemiskinan,2019,Malinau,0.85
Index Kedalaman Kemiskinan,2019,Bulungan,1.64
Index Kedalaman Kemiskinan,2019,Tana Tidung,0.32
Index Kedalaman Kemiskinan,2019,Nunukan,1.32
Index Kedalaman Kemiskinan,2019,Kota Tarakan,0.7
Index Kedalaman Kemiskinan,2019,SULAWESI UTARA,1.18
Index Kedalaman Kemiskinan,2019,Bolaang Mongondow,1.26
Index Kedalaman Kemiskinan,2019,Minahasa,1.02
Index Kedalaman Kemiskinan,2019,Kepulauan Sangihe,1.52
Index Kedalaman Kemiskinan,2019,Kepulauan Talaud,1
Index Kedalaman Kemiskinan,2019,Minahasa Selatan,1.31
Index Kedalaman Kemiskinan,2019,Minahasa Utara,0.87
Index Kedalaman Kemiskinan,2019,Bolaang Mongondow Utara,1.32
Index Kedalaman Kemiskinan,2019,Siau Tagulandang Biaro,1.52
Index Kedalaman Kemiskinan,2019,Minahasa Tenggara,1.7
Index Kedalaman Kemiskinan,2019,Bolaang Mongondow Selatan,1.13
Index Kedalaman Kemiskinan,2019,Bolaang Mongondow Timur,0.7
Index Kedalaman Kemiskinan,2019,Kota Manado,0.89
Index Kedalaman Kemiskinan,2019,Kota Bitung,0.89
Index Kedalaman Kemiskinan,2019,Kota Tomohon,0.78
Index Kedalaman Kemiskinan,2019,Kota Kotamobagu,0.68
Index Kedalaman Kemiskinan,2019,SULAWESI TENGAH,2.33
Index Kedalaman Kemiskinan,2019,Banggai Kepulauan,1.98
Index Kedalaman Kemiskinan,2019,Banggai,1.15
Index Kedalaman Kemiskinan,2019,Morowali,2.12
Index Kedalaman Kemiskinan,2019,Poso,2.87
Index Kedalaman Kemiskinan,2019,Donggala,2.86
Index Kedalaman Kemiskinan,2019,Toli-Toli,1.89
Index Kedalaman Kemiskinan,2019,Buol,2.89
Index Kedalaman Kemiskinan,2019,Parigi Moutong,3.06
Index Kedalaman Kemiskinan,2019,Tojo Una-Una,1.76
Index Kedalaman Kemiskinan,2019,Sigi,2.17
Index Kedalaman Kemiskinan,2019,Banggai Laut,2.49
Index Kedalaman Kemiskinan,2019,Morowali Utara,2.9
Index Kedalaman Kemiskinan,2019,Kota Palu,0.99
Index Kedalaman Kemiskinan,2019,SULAWESI SELATAN,1.45
Index Kedalaman Kemiskinan,2019,Kepulauan Selayar,2.87
Index Kedalaman Kemiskinan,2019,Bulukumba,0.6
Index Kedalaman Kemiskinan,2019,Bantaeng,1.35
Index Kedalaman Kemiskinan,2019,Jeneponto,2.02
Index Kedalaman Kemiskinan,2019,Takalar,1.08
Index Kedalaman Kemiskinan,2019,Gowa,0.92
Index Kedalaman Kemiskinan,2019,Sinjai,1.08
Index Kedalaman Kemiskinan,2019,Maros,2.5
Index Kedalaman Kemiskinan,2019,Pangkajene Dan Kepulauan,1.81
Index Kedalaman Kemiskinan,2019,Barru,1.07
Index Kedalaman Kemiskinan,2019,Bone,1.35
Index Kedalaman Kemiskinan,2019,Soppeng,0.69
Index Kedalaman Kemiskinan,2019,Wajo,1.06
Index Kedalaman Kemiskinan,2019,Sidenreng Rappang,0.6
Index Kedalaman Kemiskinan,2019,Pinrang,1.54
Index Kedalaman Kemiskinan,2019,Enrekang,1.7
Index Kedalaman Kemiskinan,2019,Luwu,2.71
Index Kedalaman Kemiskinan,2019,Tana Toraja,3.1
Index Kedalaman Kemiskinan,2019,Luwu Utara,2.55
Index Kedalaman Kemiskinan,2019,Luwu Timur,1.11
Index Kedalaman Kemiskinan,2019,Toraja Utara,1.99
Index Kedalaman Kemiskinan,2019,Kota Makassar,0.6
Index Kedalaman Kemiskinan,2019,Kota Parepare,0.71
Index Kedalaman Kemiskinan,2019,Kota Palopo,1.15
Index Kedalaman Kemiskinan,2019,SULAWESI TENGGARA,2.23
Index Kedalaman Kemiskinan,2019,Buton,1.87
Index Kedalaman Kemiskinan,2019,Muna,1.71
Index Kedalaman Kemiskinan,2019,Konawe,2.23
Index Kedalaman Kemiskinan,2019,Kolaka,1.79
Index Kedalaman Kemiskinan,2019,Konawe Selatan,1.65
Index Kedalaman Kemiskinan,2019,Bombana,1.01
Index Kedalaman Kemiskinan,2019,Wakatobi,2.19
Index Kedalaman Kemiskinan,2019,Kolaka Utara,3.2
Index Kedalaman Kemiskinan,2019,Buton Utara,1.63
Index Kedalaman Kemiskinan,2019,Konawe Utara,2.66
Index Kedalaman Kemiskinan,2019,Kolaka Timur,2.25
Index Kedalaman Kemiskinan,2019,Konawe Kepulauan,3.73
Index Kedalaman Kemiskinan,2019,Muna Barat,2.2
Index Kedalaman Kemiskinan,2019,Buton Tengah,1.64
Index Kedalaman Kemiskinan,2019,Buton Selatan,2.38
Index Kedalaman Kemiskinan,2019,Kota Kendari,0.8
Index Kedalaman Kemiskinan,2019,Kota Baubau,1.05
Index Kedalaman Kemiskinan,2019,GORONTALO,2.64
Index Kedalaman Kemiskinan,2019,Boalemo,2.92
Index Kedalaman Kemiskinan,2019,Gorontalo,3.27
Index Kedalaman Kemiskinan,2019,Pohuwato,3.27
Index Kedalaman Kemiskinan,2019,Bone Bolango,4.15
Index Kedalaman Kemiskinan,2019,Gorontalo Utara,2.24
Index Kedalaman Kemiskinan,2019,Kota Gorontalo,0.68
Index Kedalaman Kemiskinan,2019,SULAWESI BARAT,1.75
Index Kedalaman Kemiskinan,2019,Majene,1.99
Index Kedalaman Kemiskinan,2019,Polewali Mandar,3
Index Kedalaman Kemiskinan,2019,Mamasa,2.19
Index Kedalaman Kemiskinan,2019,Mamuju,0.84
Index Kedalaman Kemiskinan,2019,Mamuju Utara,0.46
Index Kedalaman Kemiskinan,2019,Mamuju Tengah,1.37
Index Kedalaman Kemiskinan,2019,MALUKU,3.32
Index Kedalaman Kemiskinan,2019,Maluku Tenggara Barat,3.92
Index Kedalaman Kemiskinan,2019,Maluku Tenggara,3.78
Index Kedalaman Kemiskinan,2019,Maluku Tengah,3.67
Index Kedalaman Kemiskinan,2019,Buru,3.39
Index Kedalaman Kemiskinan,2019,Kepulauan Aru,4.14
Index Kedalaman Kemiskinan,2019,Seram Bagian Barat,4.86
Index Kedalaman Kemiskinan,2019,Seram Bagian Timur,4.35
Index Kedalaman Kemiskinan,2019,Maluku Barat Daya,5.41
Index Kedalaman Kemiskinan,2019,Buru Selatan,2.07
Index Kedalaman Kemiskinan,2019,Kota Ambon,0.77
Index Kedalaman Kemiskinan,2019,Kota Tual,3.39
Index Kedalaman Kemiskinan,2019,MALUKU UTARA,0.89
Index Kedalaman Kemiskinan,2019,Halmahera Barat,0.87
Index Kedalaman Kemiskinan,2019,Halmahera Tengah,1.42
Index Kedalaman Kemiskinan,2019,Kepulauan Sula,0.93
Index Kedalaman Kemiskinan,2019,Halmahera Selatan,0.43
Index Kedalaman Kemiskinan,2019,Halmahera Utara,0.38
Index Kedalaman Kemiskinan,2019,Halmahera Timur,1.93
Index Kedalaman Kemiskinan,2019,Pulau Morotai,1.5
Index Kedalaman Kemiskinan,2019,Pulau Taliabu,0.82
Index Kedalaman Kemiskinan,2019,Kota Ternate,0.62
Index Kedalaman Kemiskinan,2019,Kota Tidore Kepulauan,0.4
Index Kedalaman Kemiskinan,2019,PAPUA BARAT,5.6
Index Kedalaman Kemiskinan,2019,Fakfak,4.87
Index Kedalaman Kemiskinan,2019,Kaimana,4.02
Index Kedalaman Kemiskinan,2019,Teluk Wondama,8.76
Index Kedalaman Kemiskinan,2019,Teluk Bintuni,10.68
Index Kedalaman Kemiskinan,2019,Manokwari,6.41
Index Kedalaman Kemiskinan,2019,Sorong Selatan,3.63
Index Kedalaman Kemiskinan,2019,Sorong,8.24
Index Kedalaman Kemiskinan,2019,Raja Ampat,2.61
Index Kedalaman Kemiskinan,2019,Tambrauw,5.28
Index Kedalaman Kemiskinan,2019,Maybrat,9.67
Index Kedalaman Kemiskinan,2019,Manokwari Selatan,7.77
Index Kedalaman Kemiskinan,2019,Pegunungan Arfak,7.7
Index Kedalaman Kemiskinan,2019,Kota Sorong,3.13
Index Kedalaman Kemiskinan,2019,PAPUA,7.17
Index Kedalaman Kemiskinan,2019,Merauke,2.4
Index Kedalaman Kemiskinan,2019,Jayawijaya,15.11
Index Kedalaman Kemiskinan,2019,Jayapura,2.67
Index Kedalaman Kemiskinan,2019,Nabire,9.93
Index Kedalaman Kemiskinan,2019,Kepulauan Yapen,6.4
Index Kedalaman Kemiskinan,2019,Biak Numfor,5.15
Index Kedalaman Kemiskinan,2019,Paniai,6.52
Index Kedalaman Kemiskinan,2019,Puncak Jaya,9.49
Index Kedalaman Kemiskinan,2019,Mimika,5.51
Index Kedalaman Kemiskinan,2019,Boven Digoel,4.52
Index Kedalaman Kemiskinan,2019,Mappi,4.66
Index Kedalaman Kemiskinan,2019,Asmat,4.9
Index Kedalaman Kemiskinan,2019,Yahukimo,9.3
Index Kedalaman Kemiskinan,2019,Pegunungan Bintang,9.02
Index Kedalaman Kemiskinan,2019,Tolikara,5.95
Index Kedalaman Kemiskinan,2019,Sarmi,3.01
Index Kedalaman Kemiskinan,2019,Keerom,2.99
Index Kedalaman Kemiskinan,2019,Waropen,6.25
Index Kedalaman Kemiskinan,2019,Supiori,7.35
Index Kedalaman Kemiskinan,2019,Mamberamo Raya,6.87
Index Kedalaman Kemiskinan,2019,Nduga *,7.07
Index Kedalaman Kemiskinan,2019,Lanny Jaya,16.35
Index Kedalaman Kemiskinan,2019,Mamberamo Tengah,14.5
Index Kedalaman Kemiskinan,2019,Yalimo,12.23
Index Kedalaman Kemiskinan,2019,Puncak,9.7
Index Kedalaman Kemiskinan,2019,Dogiyai,6.3
Index Kedalaman Kemiskinan,2019,Intan Jaya,8.73
Index Kedalaman Kemiskinan,2019,Deiyai,7.79
Index Kedalaman Kemiskinan,2019,Kota Jayapura,2.27
Index Kedalaman Kemiskinan,2018,ACEH,2.84
Index Kedalaman Kemiskinan,2018,Simeulue,3.11
Index Kedalaman Kemiskinan,2018,Aceh Singkil,4.85
Index Kedalaman Kemiskinan,2018,Aceh Selatan,1.78
Index Kedalaman Kemiskinan,2018,Aceh Tenggara,2.23
Index Kedalaman Kemiskinan,2018,Aceh Timur,2.03
Index Kedalaman Kemiskinan,2018,Aceh Tengah,1.75
Index Kedalaman Kemiskinan,2018,Aceh Barat,3.91
Index Kedalaman Kemiskinan,2018,Aceh Besar,3.4
Index Kedalaman Kemiskinan,2018,Pidie,4.02
Index Kedalaman Kemiskinan,2018,Bireuen,2.31
Index Kedalaman Kemiskinan,2018,Aceh Utara,3.2
Index Kedalaman Kemiskinan,2018,Aceh Barat Daya,2.15
Index Kedalaman Kemiskinan,2018,Gayo Lues,3.61
Index Kedalaman Kemiskinan,2018,Aceh Tamiang,1.54
Index Kedalaman Kemiskinan,2018,Nagan Raya,3.7
Index Kedalaman Kemiskinan,2018,Aceh Jaya,2.4
Index Kedalaman Kemiskinan,2018,Bener Meriah,2.88
Index Kedalaman Kemiskinan,2018,Pidie Jaya,2.6
Index Kedalaman Kemiskinan,2018,Kota Banda Aceh,1.22
Index Kedalaman Kemiskinan,2018,Kota Sabang,2.64
Index Kedalaman Kemiskinan,2018,Kota Langsa,1.34
Index Kedalaman Kemiskinan,2018,Kota Lhokseumawe,1.72
Index Kedalaman Kemiskinan,2018,Kota Subulussalam,2.67
Index Kedalaman Kemiskinan,2018,SUMATERA UTARA,1.56
Index Kedalaman Kemiskinan,2018,Nias,2.45
Index Kedalaman Kemiskinan,2018,Mandailing Natal,1.48
Index Kedalaman Kemiskinan,2018,Tapanuli Selatan,1.29
Index Kedalaman Kemiskinan,2018,Tapanuli Tengah,1.56
Index Kedalaman Kemiskinan,2018,Tapanuli Utara,1.08
Index Kedalaman Kemiskinan,2018,Toba Samosir,1.25
Index Kedalaman Kemiskinan,2018,Labuhan Batu,1.01
Index Kedalaman Kemiskinan,2018,Asahan,1.51
Index Kedalaman Kemiskinan,2018,Simalungun,1.59
Index Kedalaman Kemiskinan,2018,Dairi,1.77
Index Kedalaman Kemiskinan,2018,Karo,0.95
Index Kedalaman Kemiskinan,2018,Deli Serdang,0.6
Index Kedalaman Kemiskinan,2018,Langkat,1.68
Index Kedalaman Kemiskinan,2018,Nias Selatan,2.49
Index Kedalaman Kemiskinan,2018,Humbang Hasundutan,1
Index Kedalaman Kemiskinan,2018,Pakpak Bharat,1.54
Index Kedalaman Kemiskinan,2018,Samosir,1.7
Index Kedalaman Kemiskinan,2018,Serdang Bedagai,1.1
Index Kedalaman Kemiskinan,2018,Batu Bara,2.22
Index Kedalaman Kemiskinan,2018,Padang Lawas Utara,1.41
Index Kedalaman Kemiskinan,2018,Padang Lawas,1.07
Index Kedalaman Kemiskinan,2018,Labuhan Batu Selatan,1.42
Index Kedalaman Kemiskinan,2018,Labuhan Batu Utara,1.73
Index Kedalaman Kemiskinan,2018,Nias Utara,5.1
Index Kedalaman Kemiskinan,2018,Nias Barat,4.36
Index Kedalaman Kemiskinan,2018,Kota Sibolga,2.23
Index Kedalaman Kemiskinan,2018,Kota Tanjung Balai,2.25
Index Kedalaman Kemiskinan,2018,Kota Pematang Siantar,1.69
Index Kedalaman Kemiskinan,2018,Kota Tebing Tinggi,1.91
Index Kedalaman Kemiskinan,2018,Kota Medan,1.5
Index Kedalaman Kemiskinan,2018,Kota Binjai,0.72
Index Kedalaman Kemiskinan,2018,Kota Padangsidimpuan,1.41
Index Kedalaman Kemiskinan,2018,Kota Gunungsitoli,2.4
Index Kedalaman Kemiskinan,2018,SUMATERA BARAT,1.04
Index Kedalaman Kemiskinan,2018,Kepulauan Mentawai,2.42
Index Kedalaman Kemiskinan,2018,Pesisir Selatan,0.77
Index Kedalaman Kemiskinan,2018,Solok,1.4
Index Kedalaman Kemiskinan,2018,Sijunjung,0.88
Index Kedalaman Kemiskinan,2018,Tanah Datar,0.87
Index Kedalaman Kemiskinan,2018,Padang Pariaman,1.25
Index Kedalaman Kemiskinan,2018,Agam,1.13
Index Kedalaman Kemiskinan,2018,Lima Puluh Kota,1.09
Index Kedalaman Kemiskinan,2018,Pasaman,0.93
Index Kedalaman Kemiskinan,2018,Solok Selatan,1.03
Index Kedalaman Kemiskinan,2018,Dharmasraya,0.7
Index Kedalaman Kemiskinan,2018,Pasaman Barat,1.22
Index Kedalaman Kemiskinan,2018,Kota Padang,0.73
Index Kedalaman Kemiskinan,2018,Kota Solok,0.42
Index Kedalaman Kemiskinan,2018,Kota Sawah Lunto,0.27
Index Kedalaman Kemiskinan,2018,Kota Padang Panjang,0.88
Index Kedalaman Kemiskinan,2018,Kota Bukittinggi,0.39
Index Kedalaman Kemiskinan,2018,Kota Payakumbuh,0.71
Index Kedalaman Kemiskinan,2018,Kota Pariaman,0.68
Index Kedalaman Kemiskinan,2018,RIAU,1.2
Index Kedalaman Kemiskinan,2018,Kuantan Singingi,1.36
Index Kedalaman Kemiskinan,2018,Indragiri Hulu,0.94
Index Kedalaman Kemiskinan,2018,Indragiri Hilir,1.27
Index Kedalaman Kemiskinan,2018,Pelalawan,0.97
Index Kedalaman Kemiskinan,2018,Siak,0.65
Index Kedalaman Kemiskinan,2018,Kampar,1.1
Index Kedalaman Kemiskinan,2018,Rokan Hulu,1.88
Index Kedalaman Kemiskinan,2018,Bengkalis,0.87
Index Kedalaman Kemiskinan,2018,Rokan Hilir,0.89
Index Kedalaman Kemiskinan,2018,Kepulauan Meranti,5.22
Index Kedalaman Kemiskinan,2018,Kota Pekanbaru,0.49
Index Kedalaman Kemiskinan,2018,Kota Dumai,0.46
Index Kedalaman Kemiskinan,2018,JAMBI,1.3
Index Kedalaman Kemiskinan,2018,Kerinci,0.72
Index Kedalaman Kemiskinan,2018,Merangin,1.86
Index Kedalaman Kemiskinan,2018,Sarolangun,1.49
Index Kedalaman Kemiskinan,2018,Batang Hari,1.24
Index Kedalaman Kemiskinan,2018,Muaro Jambi,0.68
Index Kedalaman Kemiskinan,2018,Tanjung Jabung Timur,2.19
Index Kedalaman Kemiskinan,2018,Tanjung Jabung Barat,1.7
Index Kedalaman Kemiskinan,2018,Tebo,0.95
Index Kedalaman Kemiskinan,2018,Bungo,0.62
Index Kedalaman Kemiskinan,2018,Kota Jambi,1.26
Index Kedalaman Kemiskinan,2018,Kota Sungai Penuh,0.26
Index Kedalaman Kemiskinan,2018,SUMATERA SELATAN,2.33
Index Kedalaman Kemiskinan,2018,Ogan Komering Ulu,2.56
Index Kedalaman Kemiskinan,2018,Ogan Komering Ilir,3.05
Index Kedalaman Kemiskinan,2018,Muara Enim,1.91
Index Kedalaman Kemiskinan,2018,Lahat,2.85
Index Kedalaman Kemiskinan,2018,Musi Rawas,2.25
Index Kedalaman Kemiskinan,2018,Musi Banyuasin,3.41
Index Kedalaman Kemiskinan,2018,Banyu Asin,2.21
Index Kedalaman Kemiskinan,2018,Ogan Komering Ulu Selatan,1.2
Index Kedalaman Kemiskinan,2018,Ogan Komering Ulu Timur,1.6
Index Kedalaman Kemiskinan,2018,Ogan Ilir,2.2
Index Kedalaman Kemiskinan,2018,Empat Lawang,1.73
Index Kedalaman Kemiskinan,2018,Penukal Abab Lematang Ilir,2.24
Index Kedalaman Kemiskinan,2018,Musi Rawas Utara,4.64
Index Kedalaman Kemiskinan,2018,Kota Palembang,1.7
Index Kedalaman Kemiskinan,2018,Kota Prabumulih,1.69
Index Kedalaman Kemiskinan,2018,Kota Pagar Alam,1.03
Index Kedalaman Kemiskinan,2018,Kota Lubuklinggau,2.05
Index Kedalaman Kemiskinan,2018,BENGKULU,2.59
Index Kedalaman Kemiskinan,2018,Bengkulu Selatan,2.61
Index Kedalaman Kemiskinan,2018,Rejang Lebong,2.01
Index Kedalaman Kemiskinan,2018,Bengkulu Utara,1.83
Index Kedalaman Kemiskinan,2018,Kaur,2.99
Index Kedalaman Kemiskinan,2018,Seluma,3.22
Index Kedalaman Kemiskinan,2018,Mukomuko,1.7
Index Kedalaman Kemiskinan,2018,Lebong,1.63
Index Kedalaman Kemiskinan,2018,Kepahiang,2.33
Index Kedalaman Kemiskinan,2018,Bengkulu Tengah,1.41
Index Kedalaman Kemiskinan,2018,Kota Bengkulu,4.53
Index Kedalaman Kemiskinan,2018,LAMPUNG,2.04
Index Kedalaman Kemiskinan,2018,Lampung Barat,1.84
Index Kedalaman Kemiskinan,2018,Tanggamus,2.36
Index Kedalaman Kemiskinan,2018,Lampung Selatan,2.47
Index Kedalaman Kemiskinan,2018,Lampung Timur,2.91
Index Kedalaman Kemiskinan,2018,Lampung Tengah,1.62
Index Kedalaman Kemiskinan,2018,Lampung Utara,2.96
Index Kedalaman Kemiskinan,2018,Way Kanan,2.05
Index Kedalaman Kemiskinan,2018,Tulangbawang,1.28
Index Kedalaman Kemiskinan,2018,Pesawaran,2.87
Index Kedalaman Kemiskinan,2018,Pringsewu,1.44
Index Kedalaman Kemiskinan,2018,Mesuji,0.82
Index Kedalaman Kemiskinan,2018,Tulang Bawang Barat,1.08
Index Kedalaman Kemiskinan,2018,Pesisir Barat,2.61
Index Kedalaman Kemiskinan,2018,Kota Bandar Lampung,1.38
Index Kedalaman Kemiskinan,2018,Kota Metro,1.61
Index Kedalaman Kemiskinan,2018,KEP. BANGKA BELITUNG,0.68
Index Kedalaman Kemiskinan,2018,Bangka,0.66
Index Kedalaman Kemiskinan,2018,Belitung,0.59
Index Kedalaman Kemiskinan,2018,Bangka Barat,0.34
Index Kedalaman Kemiskinan,2018,Bangka Tengah,0.42
Index Kedalaman Kemiskinan,2018,Bangka Selatan,0.49
Index Kedalaman Kemiskinan,2018,Belitung Timur,1.01
Index Kedalaman Kemiskinan,2018,Kota Pangkal Pinang,0.49
Index Kedalaman Kemiskinan,2018,KEPULAUAN RIAU,1
Index Kedalaman Kemiskinan,2018,Karimun,0.7
Index Kedalaman Kemiskinan,2018,Bintan,1.24
Index Kedalaman Kemiskinan,2018,Natuna,0.58
Index Kedalaman Kemiskinan,2018,Lingga,2.25
Index Kedalaman Kemiskinan,2018,Kepulauan Anambas,1.25
Index Kedalaman Kemiskinan,2018,Kota Batam,0.81
Index Kedalaman Kemiskinan,2018,Kota Tanjung Pinang,1.49
Index Kedalaman Kemiskinan,2018,DKI JAKARTA,0.51
Index Kedalaman Kemiskinan,2018,Kepulauan Seribu,1.7
Index Kedalaman Kemiskinan,2018,Kota Jakarta Selatan,0.29
Index Kedalaman Kemiskinan,2018,Kota Jakarta Timur,0.36
Index Kedalaman Kemiskinan,2018,Kota Jakarta Pusat,0.77
Index Kedalaman Kemiskinan,2018,Kota Jakarta Barat,0.55
Index Kedalaman Kemiskinan,2018,Kota Jakarta Utara,0.83
Index Kedalaman Kemiskinan,2018,JAWA BARAT,1.32
Index Kedalaman Kemiskinan,2018,Bogor,1.12
Index Kedalaman Kemiskinan,2018,Sukabumi,0.86
Index Kedalaman Kemiskinan,2018,Cianjur,1.34
Index Kedalaman Kemiskinan,2018,Bandung,0.87
Index Kedalaman Kemiskinan,2018,Garut,1.49
Index Kedalaman Kemiskinan,2018,Tasikmalaya,1.19
Index Kedalaman Kemiskinan,2018,Ciamis,1.18
Index Kedalaman Kemiskinan,2018,Kuningan,1.73
Index Kedalaman Kemiskinan,2018,Cirebon,2.04
Index Kedalaman Kemiskinan,2018,Majalengka,1.96
Index Kedalaman Kemiskinan,2018,Sumedang,1.72
Index Kedalaman Kemiskinan,2018,Indramayu,2.23
Index Kedalaman Kemiskinan,2018,Subang,1.7
